order_day_index,ship_delay_days,Ship Mode,Segment,State,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
375,4,Standard Class,Consumer,California,Furnishings,77.6,4,0.0,38.024,2015-01-13
375,4,Standard Class,Consumer,California,Furnishings,464.85,9,0.0,92.97,2015-01-13
1080,6,Standard Class,Corporate,New Jersey,Binders,1793.98,2,0.0,843.1706,2016-12-18
98,5,Second Class,Home Office,Texas,Phones,758.352,6,0.2,265.4232,2014-04-11
1042,4,Standard Class,Corporate,New York,Binders,20.368,1,0.2,7.3834,2016-11-10
1042,4,Standard Class,Corporate,New York,Binders,49.848,3,0.2,16.8237,2016-11-10
333,5,Standard Class,Corporate,Ohio,Accessories,119.8,5,0.2,29.95,2014-12-02
273,6,Standard Class,Home Office,North Carolina,Storage,61.568,2,0.2,4.6176,2014-10-03
273,6,Standard Class,Home Office,North Carolina,Art,6.192,3,0.2,0.4644,2014-10-03
938,2,First Class,Consumer,Florida,Binders,2.214,3,0.7,-1.476,2016-07-29
347,4,Standard Class,Corporate,Michigan,Paper,114.2,5,0.0,52.532,2014-12-16
1060,3,Second Class,Corporate,Georgia,Chairs,182.67,3,0.0,52.9743,2016-11-28
1060,3,Second Class,Corporate,Georgia,Accessories,101.7,6,0.0,6.102,2016-11-28
1060,3,Second Class,Corporate,Georgia,Storage,1126.02,3,0.0,56.301,2016-11-28
1060,3,Second Class,Corporate,Georgia,Storage,1263.3,6,0.0,315.825,2016-11-28
1085,7,Standard Class,Corporate,Washington,Art,8.82,3,0.0,2.5578,2016-12-23
1085,7,Standard Class,Corporate,Washington,Paper,37.94,2,0.0,18.2112,2016-12-23
1085,7,Standard Class,Corporate,Washington,Art,4.2,2,0.0,1.176,2016-12-23
1085,7,Standard Class,Corporate,Washington,Storage,227.28,2,0.0,2.2728,2016-12-23
1085,7,Standard Class,Corporate,Washington,Paper,47.9,1,0.0,22.992,2016-12-23
1085,7,Standard Class,Corporate,Washington,Envelopes,61.96,2,0.0,30.3604,2016-12-23
1085,7,Standard Class,Corporate,Washington,Storage,1117.92,4,0.0,55.896,2016-12-23
285,2,First Class,Consumer,Ohio,Chairs,183.372,2,0.3,-7.8588,2014-10-15
285,2,First Class,Consumer,Ohio,Paper,7.968,2,0.2,2.8884,2014-10-15
962,5,Standard Class,Consumer,Oregon,Binders,26.352,8,0.7,-18.4464,2016-08-22
332,2,Second Class,Corporate,Texas,Chairs,674.058,3,0.3,-19.2588,2014-12-01
284,2,Second Class,Corporate,New Hampshire,Binders,22.92,4,0.0,11.0016,2014-10-14
284,2,Second Class,Corporate,New Hampshire,Storage,269.9,5,0.0,16.194,2014-10-14
319,5,Second Class,Consumer,Ohio,Binders,11.808,8,0.7,-8.6592,2014-11-18
319,5,Second Class,Consumer,Ohio,Phones,9.588,2,0.4,-2.0774,2014-11-18
629,2,Second Class,Consumer,Washington,Art,35.96,2,0.0,10.4284,2015-09-24
629,2,Second Class,Consumer,Washington,Binders,14.952,3,0.2,5.4201,2015-09-24
729,5,Standard Class,Corporate,Maryland,Bookcases,173.94,3,0.0,38.2668,2016-01-02
729,5,Standard Class,Corporate,Maryland,Phones,231.98,2,0.0,67.2742,2016-01-02
242,1,First Class,Consumer,New York,Art,57.75,5,0.0,16.17,2014-09-02
242,1,First Class,Consumer,New York,Paper,14.94,3,0.0,7.0218,2014-09-02
633,6,Standard Class,Consumer,Colorado,Envelopes,12.536,1,0.2,4.2309,2015-09-28
633,6,Standard Class,Consumer,Colorado,Binders,1.08,2,0.7,-0.792,2015-09-28
633,6,Standard Class,Consumer,Colorado,Fasteners,4.512,3,0.2,0.846,2015-09-28
436,6,Standard Class,Corporate,Utah,Phones,16.776,3,0.2,1.6776,2015-03-15
10,5,Standard Class,Consumer,California,Storage,1325.85,5,0.0,238.653,2014-01-13
10,5,Standard Class,Consumer,California,Bookcases,333.999,3,0.15,3.9294,2014-01-13
10,5,Standard Class,Consumer,California,Art,19.9,5,0.0,6.567,2014-01-13
399,7,Standard Class,Consumer,Delaware,Chairs,1268.82,9,0.0,266.4522,2015-02-06
399,7,Standard Class,Consumer,Delaware,Bookcases,283.92,4,0.0,82.3368,2015-02-06
399,7,Standard Class,Consumer,Delaware,Art,5.68,2,0.0,1.7608,2015-02-06
976,1,First Class,Consumer,California,Paper,96.08,2,0.0,46.1184,2016-09-05
976,1,First Class,Consumer,California,Binders,11.68,2,0.2,3.942,2016-09-05
976,1,First Class,Consumer,California,Fasteners,4.36,2,0.0,1.7876,2016-09-05
274,5,Standard Class,Consumer,Washington,Labels,29.24,4,0.0,13.7428,2014-10-04
1029,4,Second Class,Consumer,New York,Art,12.42,3,0.0,5.2164,2016-10-28
522,4,Standard Class,Consumer,Michigan,Paper,12.96,2,0.0,6.2208,2015-06-09
437,4,Standard Class,Corporate,New York,Phones,85.9,2,0.0,2.577,2015-03-16
157,4,Second Class,Corporate,Nevada,Art,18.06,7,0.0,4.6956,2014-06-09
157,4,Second Class,Corporate,Nevada,Paper,79.14,3,0.0,36.4044,2014-06-09
157,4,Second Class,Corporate,Nevada,Furnishings,37.4,2,0.0,14.212,2014-06-09
441,6,Standard Class,Consumer,Texas,Binders,2.512,2,0.8,-4.396,2015-03-20
441,6,Standard Class,Consumer,Texas,Fasteners,18.864,9,0.2,6.1308,2015-03-20
1050,4,Standard Class,Home Office,California,Phones,61.192,1,0.2,6.1192,2016-11-18
1050,4,Standard Class,Home Office,California,Appliances,67.84,1,0.0,18.3168,2016-11-18
63,1,First Class,Consumer,Washington,Chairs,48.712,1,0.2,5.4801,2014-03-07
63,1,First Class,Consumer,Washington,Art,17.94,3,0.0,4.6644,2014-03-07
63,1,First Class,Consumer,Washington,Storage,242.94,3,0.0,4.8588,2014-03-07
863,4,Second Class,Consumer,Florida,Binders,7.764,4,0.7,-5.176,2016-05-15
507,3,Second Class,Corporate,Tennessee,Phones,467.04,4,0.2,58.38,2015-05-25
576,3,Second Class,Home Office,Rhode Island,Phones,128.85,3,0.0,3.8655,2015-08-02
576,3,Second Class,Home Office,Rhode Island,Paper,8.4,2,0.0,4.116,2015-08-02
576,3,Second Class,Home Office,Rhode Island,Accessories,199.98,2,0.0,83.9916,2015-08-02
576,3,Second Class,Home Office,Rhode Island,Chairs,110.98,1,0.0,15.5372,2015-08-02
1038,3,First Class,Corporate,Florida,Chairs,207.984,2,0.2,-28.5978,2016-11-06
1038,3,First Class,Corporate,Florida,Paper,36.112,2,0.2,12.6392,2016-11-06
1038,3,First Class,Corporate,Florida,Furnishings,35.568,2,0.2,5.7798,2016-11-06
1038,3,First Class,Corporate,Florida,Paper,88.768,2,0.2,31.0688,2016-11-06
1039,5,Standard Class,Home Office,California,Paper,12.9,2,0.0,6.321,2016-11-07
623,5,Second Class,Corporate,Florida,Accessories,717.12,9,0.2,152.388,2015-09-18
703,2,First Class,Consumer,New York,Binders,21.36,5,0.2,7.209,2015-12-07
703,2,First Class,Consumer,New York,Binders,6.688,2,0.2,2.3408,2015-12-07
703,2,First Class,Consumer,New York,Phones,773.94,6,0.0,224.4426,2015-12-07
1071,4,Second Class,Corporate,Illinois,Supplies,20.568,3,0.2,1.5426,2016-12-09
1071,4,Second Class,Corporate,Illinois,Appliances,4.356,2,0.8,-11.7612,2016-12-09
1071,4,Second Class,Corporate,Illinois,Accessories,19.04,4,0.2,-1.428,2016-12-09
317,6,Standard Class,Corporate,California,Labels,5.22,2,0.0,2.4012,2014-11-16
1038,4,Second Class,Consumer,California,Storage,84.84,3,0.0,22.9068,2016-11-06
611,4,Standard Class,Corporate,Tennessee,Fasteners,7.24,5,0.2,1.1765,2015-09-06
243,0,Same Day,Consumer,New York,Labels,14.4,5,0.0,7.056,2014-09-03
842,4,Standard Class,Home Office,Colorado,Paper,15.552,3,0.2,5.4432,2016-04-24
842,4,Standard Class,Home Office,Colorado,Chairs,1325.76,6,0.2,149.148,2016-04-24
842,4,Standard Class,Home Office,Colorado,Binders,3.108,2,0.7,-2.1756,2016-04-24
714,7,Standard Class,Corporate,Tennessee,Envelopes,55.936,8,0.2,18.8784,2015-12-18
714,7,Standard Class,Corporate,Tennessee,Labels,18.432,8,0.2,5.9904,2015-12-18
714,7,Standard Class,Corporate,Tennessee,Furnishings,20.32,5,0.2,3.556,2015-12-18
305,6,Standard Class,Home Office,New York,Binders,52.064,4,0.2,18.8732,2014-11-04
758,4,Standard Class,Home Office,California,Phones,109.592,1,0.2,8.2194,2016-01-31
758,4,Standard Class,Home Office,California,Paper,56.7,5,0.0,27.783,2016-01-31
872,0,Same Day,Home Office,Virginia,Supplies,69.5,5,0.0,20.155,2016-05-24
872,0,Same Day,Home Office,Virginia,Paper,191.6,4,0.0,91.968,2016-05-24
1008,5,Standard Class,Consumer,California,Paper,10.56,2,0.0,5.0688,2016-10-07
117,2,Second Class,Consumer,Mississippi,Accessories,47.79,3,0.0,16.2486,2014-04-30
676,4,Second Class,Corporate,Indiana,Storage,714.3,5,0.0,207.147,2015-11-10
675,5,Standard Class,Home Office,New York,Machines,2321.9,2,0.0,1114.512,2015-11-09
675,5,Standard Class,Home Office,New York,Storage,17.94,3,0.0,3.0498,2015-11-09
612,7,Standard Class,Corporate,Pennsylvania,Binders,9.522,1,0.7,-6.9828,2015-09-07
612,7,Standard Class,Corporate,Pennsylvania,Phones,791.964,6,0.4,-131.994,2015-09-07
612,7,Standard Class,Corporate,Pennsylvania,Binders,4.923,3,0.7,-3.9384,2015-09-07
325,5,Standard Class,Consumer,Ohio,Furnishings,35.168,7,0.2,9.6712,2014-11-24
325,5,Standard Class,Consumer,Ohio,Phones,1502.376,4,0.4,-250.396,2014-11-24
316,3,First Class,Consumer,California,Furnishings,10.11,3,0.0,3.2352,2014-11-15
316,3,First Class,Consumer,California,Accessories,772.47,3,0.0,146.7693,2014-11-15
316,3,First Class,Consumer,California,Supplies,20.46,2,0.0,5.3196,2014-11-15
1080,6,Standard Class,Consumer,California,Accessories,72.64,2,0.0,21.792,2016-12-18
1080,6,Standard Class,Consumer,California,Accessories,772.47,3,0.0,146.7693,2016-12-18
1080,6,Standard Class,Consumer,California,Furnishings,39.92,4,0.0,11.1776,2016-12-18
242,5,Second Class,Consumer,Illinois,Accessories,239.976,3,0.2,53.9946,2014-09-02
1088,7,Standard Class,Corporate,New Jersey,Chairs,212.94,3,0.0,25.5528,2016-12-26
1088,7,Standard Class,Corporate,New Jersey,Appliances,26.49,1,0.0,7.4172,2016-12-26
583,4,Second Class,Home Office,Wisconsin,Bookcases,687.4,5,0.0,48.118,2015-08-09
93,6,Standard Class,Corporate,Washington,Tables,653.55,3,0.0,111.1035,2014-04-06
93,6,Standard Class,Corporate,Washington,Accessories,33.9,2,0.0,2.034,2014-04-06
554,1,First Class,Corporate,Delaware,Tables,199.836,4,0.3,-37.1124,2015-07-11
554,1,First Class,Corporate,Delaware,Phones,716.0,2,0.0,193.32,2015-07-11
554,1,First Class,Corporate,Delaware,Binders,221.06,7,0.0,103.8982,2015-07-11
1042,3,Second Class,Consumer,California,Paper,67.71,3,0.0,32.5008,2016-11-10
1042,3,Second Class,Consumer,California,Appliances,129.92,4,0.0,38.976,2016-11-10
1042,3,Second Class,Consumer,California,Furnishings,467.46,9,0.0,191.6586,2016-11-10
1042,3,Second Class,Consumer,California,Paper,61.4,5,0.0,28.858,2016-11-10
1042,3,Second Class,Consumer,California,Storage,720.76,4,0.0,187.3976,2016-11-10
1042,3,Second Class,Consumer,California,Binders,5.184,3,0.2,1.8144,2016-11-10
1042,3,Second Class,Consumer,California,Art,14.7,5,0.0,3.969,2016-11-10
87,4,Standard Class,Consumer,Illinois,Binders,8.134,7,0.8,-13.8278,2014-03-31
87,4,Standard Class,Consumer,Illinois,Accessories,79.984,2,0.2,13.9972,2014-03-31
623,6,Standard Class,Home Office,Washington,Paper,18.54,2,0.0,8.7138,2015-09-18
673,4,Standard Class,Corporate,Pennsylvania,Envelopes,24.4,2,0.2,7.93,2015-11-07
365,5,Second Class,Consumer,Texas,Accessories,398.4,5,0.2,84.66,2015-01-03
365,5,Second Class,Consumer,Texas,Art,7.056,3,0.2,0.7938,2015-01-03
365,5,Second Class,Consumer,Texas,Bookcases,1352.3976,9,0.32,-437.5404,2015-01-03
613,3,First Class,Consumer,California,Paper,26.4,5,0.0,11.88,2015-09-08
613,3,First Class,Consumer,California,Storage,41.88,6,0.0,0.8376,2015-09-08
821,4,Standard Class,Consumer,Pennsylvania,Binders,99.846,9,0.7,-83.205,2016-04-03
1067,2,Second Class,Consumer,Kentucky,Phones,699.98,2,0.0,195.9944,2016-12-05
1067,2,Second Class,Consumer,Kentucky,Storage,584.82,9,0.0,70.1784,2016-12-05
490,4,Standard Class,Consumer,Minnesota,Binders,43.98,2,0.0,21.99,2015-05-08
490,4,Standard Class,Consumer,Minnesota,Phones,377.97,3,0.0,105.8316,2015-05-08
490,4,Standard Class,Consumer,Minnesota,Furnishings,123.96,3,0.0,11.1564,2015-05-08
217,4,Standard Class,Home Office,Michigan,Copiers,549.99,1,0.0,274.995,2014-08-08
217,4,Standard Class,Home Office,Michigan,Appliances,167.535,3,0.1,37.23,2014-08-08
217,4,Standard Class,Home Office,Michigan,Envelopes,38.34,3,0.0,17.253,2014-08-08
217,4,Standard Class,Home Office,Michigan,Furnishings,53.88,6,0.0,22.6296,2014-08-08
217,4,Standard Class,Home Office,Michigan,Phones,299.98,2,0.0,83.9944,2014-08-08
671,0,Same Day,Consumer,California,Storage,62.8,4,0.0,15.7,2015-11-05
107,2,Second Class,Consumer,Texas,Tables,744.1,5,0.3,-95.67,2014-04-20
107,2,Second Class,Consumer,Texas,Storage,44.84,5,0.2,5.605,2014-04-20
107,2,Second Class,Consumer,Texas,Tables,401.59,2,0.3,-131.951,2014-04-20
714,0,Same Day,Home Office,Ohio,Paper,20.736,4,0.2,7.2576,2015-12-18
979,4,Standard Class,Consumer,North Carolina,Accessories,35.168,4,0.2,8.3524,2016-09-08
979,4,Standard Class,Consumer,North Carolina,Paper,64.704,3,0.2,23.4552,2016-09-08
885,3,Second Class,Corporate,Massachusetts,Paper,105.52,4,0.0,48.5392,2016-06-06
532,4,Standard Class,Home Office,Texas,Binders,5.792,2,0.8,-9.5568,2015-06-19
426,4,Standard Class,Corporate,Pennsylvania,Phones,466.158,7,0.4,-93.2316,2015-03-05
426,4,Standard Class,Corporate,Pennsylvania,Accessories,10.312,1,0.2,-1.289,2015-03-05
426,4,Standard Class,Corporate,Pennsylvania,Binders,2.556,3,0.7,-1.7892,2015-03-05
505,4,Standard Class,Corporate,Rhode Island,Storage,51.45,3,0.0,13.8915,2015-05-23
337,4,Standard Class,Consumer,Illinois,Appliances,14.016,4,0.8,-31.536,2014-12-06
337,4,Standard Class,Consumer,Illinois,Tables,214.95,5,0.5,-120.372,2014-12-06
337,4,Standard Class,Consumer,Illinois,Phones,35.04,4,0.2,-7.008,2014-12-06
337,4,Standard Class,Consumer,Illinois,Furnishings,10.776,3,0.6,-4.8492,2014-12-06
337,4,Standard Class,Consumer,Illinois,Binders,4.6,2,0.8,-8.05,2014-12-06
337,4,Standard Class,Consumer,Illinois,Storage,35.168,2,0.2,-8.3524,2014-12-06
581,5,Standard Class,Home Office,California,Binders,19.152,3,0.2,6.4638,2015-08-07
73,0,Same Day,Consumer,Texas,Art,4.448,2,0.2,0.3336,2014-03-17
73,0,Same Day,Consumer,Texas,Paper,5.184,1,0.2,1.8792,2014-03-17
73,0,Same Day,Consumer,Texas,Paper,15.552,3,0.2,5.4432,2014-03-17
447,4,Second Class,Consumer,Pennsylvania,Paper,40.032,6,0.2,12.51,2015-03-26
447,4,Second Class,Consumer,Pennsylvania,Accessories,16.776,3,0.2,5.0328,2015-03-26
345,6,Standard Class,Consumer,Florida,Chairs,186.304,4,0.2,13.9728,2014-12-14
624,7,Standard Class,Corporate,Georgia,Accessories,66.36,4,0.0,23.226,2015-09-19
288,4,Standard Class,Corporate,Pennsylvania,Envelopes,52.512,6,0.2,19.692,2014-10-18
288,4,Standard Class,Corporate,Pennsylvania,Storage,186.912,6,0.2,-35.046,2014-10-18
288,4,Standard Class,Corporate,Pennsylvania,Paper,10.048,4,0.2,3.14,2014-10-18
679,0,Same Day,Consumer,Illinois,Furnishings,17.496,9,0.6,-7.4358,2015-11-13
758,2,Second Class,Consumer,Texas,Paper,15.552,3,0.2,5.4432,2016-01-31
1049,5,Standard Class,Consumer,New Mexico,Binders,10.776,3,0.2,3.3675,2016-11-17
631,7,Standard Class,Consumer,New York,Fasteners,34.44,3,0.0,16.1868,2015-09-26
631,7,Standard Class,Consumer,New York,Machines,629.93,7,0.0,296.0671,2015-09-26
631,7,Standard Class,Consumer,New York,Binders,79.056,9,0.2,28.6578,2015-09-26
91,4,Standard Class,Corporate,Louisiana,Storage,232.55,5,0.0,9.302,2014-04-04
91,4,Standard Class,Corporate,Louisiana,Accessories,99.98,2,0.0,42.9914,2014-04-04
91,4,Standard Class,Corporate,Louisiana,Paper,19.44,3,0.0,9.3312,2014-04-04
91,4,Standard Class,Corporate,Louisiana,Paper,12.96,2,0.0,6.3504,2014-04-04
254,0,Same Day,Consumer,New York,Tables,464.292,9,0.4,-108.3348,2014-09-14
254,0,Same Day,Consumer,New York,Envelopes,68.46,7,0.0,31.4916,2014-09-14
254,0,Same Day,Consumer,New York,Machines,2799.96,4,0.0,1371.9804,2014-09-14
254,0,Same Day,Consumer,New York,Appliances,601.3,2,0.0,198.429,2014-09-14
254,0,Same Day,Consumer,New York,Phones,16.99,1,0.0,4.4174,2014-09-14
254,0,Same Day,Consumer,New York,Phones,287.97,3,0.0,80.6316,2014-09-14
254,0,Same Day,Consumer,New York,Paper,44.82,9,0.0,21.0654,2014-09-14
534,6,Standard Class,Consumer,Florida,Phones,107.976,3,0.2,37.7916,2015-06-21
1024,5,Standard Class,Home Office,Washington,Fasteners,17.05,5,0.0,8.184,2016-10-23
710,5,Standard Class,Consumer,California,Binders,8.096,2,0.2,2.7324,2015-12-14
1045,4,Standard Class,Corporate,Oklahoma,Furnishings,30.36,4,0.0,13.0548,2016-11-13
674,4,Standard Class,Consumer,California,Accessories,119.9,2,0.0,43.164,2015-11-08
819,4,Standard Class,Consumer,New York,Chairs,1317.492,6,0.1,292.776,2016-04-01
819,4,Standard Class,Consumer,New York,Supplies,63.84,8,0.0,18.5136,2016-04-01
819,4,Standard Class,Consumer,New York,Binders,3.592,1,0.2,1.1225,2016-04-01
169,0,Same Day,Consumer,New York,Phones,1214.85,3,0.0,352.3065,2014-06-21
178,6,Standard Class,Consumer,New York,Binders,2.688,1,0.2,0.84,2014-06-30
178,6,Standard Class,Consumer,New York,Art,6.6,3,0.0,2.904,2014-06-30
581,1,First Class,Consumer,Missouri,Binders,28.4,4,0.0,13.064,2015-08-07
581,1,First Class,Consumer,Missouri,Furnishings,212.94,3,0.0,34.0704,2015-08-07
661,4,Second Class,Corporate,Arizona,Phones,105.584,2,0.2,9.2386,2015-10-26
661,4,Second Class,Corporate,Arizona,Phones,68.72,2,0.2,-14.603,2015-10-26
208,6,Standard Class,Corporate,Washington,Bookcases,1367.84,8,0.0,259.8896,2014-07-30
1050,5,Second Class,Consumer,Michigan,Chairs,301.96,2,0.0,33.2156,2016-11-18
549,5,Standard Class,Consumer,California,Chairs,170.352,3,0.2,-17.0352,2015-07-06
311,6,Standard Class,Consumer,Michigan,Art,3.9,2,0.0,1.521,2014-11-10
311,6,Standard Class,Consumer,Michigan,Paper,12.84,3,0.0,5.778,2014-11-10
311,6,Standard Class,Consumer,Michigan,Paper,15.84,3,0.0,7.128,2014-11-10
311,6,Standard Class,Consumer,Michigan,Chairs,563.94,3,0.0,112.788,2014-11-10
311,6,Standard Class,Consumer,Michigan,Storage,62.94,3,0.0,11.9586,2014-11-10
311,6,Standard Class,Consumer,Michigan,Storage,535.41,3,0.0,160.623,2014-11-10
875,2,Second Class,Corporate,Michigan,Chairs,3504.9,5,0.0,700.98,2016-05-27
875,2,Second Class,Corporate,Michigan,Paper,144.12,3,0.0,69.1776,2016-05-27
875,2,Second Class,Corporate,Michigan,Paper,314.55,3,0.0,150.984,2016-05-27
429,2,First Class,Corporate,Colorado,Art,3.408,1,0.2,0.8946,2015-03-08
1037,3,First Class,Consumer,California,Binders,53.248,2,0.2,19.968,2016-11-05
1088,4,Standard Class,Corporate,New York,Binders,4.992,3,0.2,1.6848,2016-12-26
465,6,Standard Class,Corporate,California,Furnishings,37.68,2,0.0,15.8256,2015-04-13
465,6,Standard Class,Corporate,California,Phones,258.576,2,0.2,19.3932,2015-04-13
465,6,Standard Class,Corporate,California,Appliances,75.84,2,0.0,29.5776,2015-04-13
645,5,Standard Class,Consumer,Florida,Storage,1801.632,6,0.2,-337.806,2015-10-10
693,6,Standard Class,Home Office,Pennsylvania,Phones,748.752,8,0.4,-162.2296,2015-11-27
618,5,Standard Class,Consumer,Indiana,Accessories,199.96,4,0.0,15.9968,2015-09-13
618,5,Standard Class,Consumer,Indiana,Chairs,1516.2,7,0.0,394.212,2015-09-13
329,3,Second Class,Corporate,South Carolina,Furnishings,397.6,5,0.0,43.736,2014-11-28
329,3,Second Class,Corporate,South Carolina,Paper,85.96,7,0.0,40.4012,2014-11-28
329,3,Second Class,Corporate,South Carolina,Art,13.12,4,0.0,4.3296,2014-11-28
329,3,Second Class,Corporate,South Carolina,Binders,45.66,3,0.0,22.3734,2014-11-28
127,5,Standard Class,Consumer,Washington,Envelopes,158.13,3,0.0,77.4837,2014-05-10
127,5,Standard Class,Consumer,Washington,Phones,43.6,5,0.2,4.36,2014-05-10
790,5,Standard Class,Consumer,Texas,Supplies,3930.072,3,0.2,-786.0144,2016-03-03
790,5,Standard Class,Consumer,Texas,Fasteners,2.304,1,0.2,0.7776,2016-03-03
790,5,Standard Class,Consumer,Texas,Phones,431.976,3,0.2,32.3982,2016-03-03
790,5,Standard Class,Consumer,Texas,Accessories,41.72,7,0.2,5.7365,2016-03-03
589,4,Standard Class,Consumer,California,Furnishings,104.23,7,0.0,28.1421,2015-08-15
589,4,Standard Class,Consumer,California,Storage,70.26,3,0.0,18.9702,2015-08-15
617,6,Standard Class,Consumer,New York,Art,9.26,2,0.0,3.0558,2015-09-12
617,6,Standard Class,Consumer,New York,Storage,105.98,2,0.0,4.2392,2015-09-12
617,6,Standard Class,Consumer,New York,Fasteners,1.24,1,0.0,0.5828,2015-09-12
617,6,Standard Class,Consumer,New York,Labels,20.7,2,0.0,9.936,2015-09-12
617,6,Standard Class,Consumer,New York,Paper,28.9,5,0.0,14.161,2015-09-12
617,6,Standard Class,Consumer,New York,Envelopes,27.18,1,0.0,12.7746,2015-09-12
374,6,Standard Class,Corporate,Delaware,Storage,465.18,3,0.0,120.9468,2015-01-12
494,4,Second Class,Consumer,New York,Storage,36.63,3,0.0,9.8901,2015-05-12
997,0,Same Day,Consumer,California,Storage,51.45,3,0.0,13.8915,2016-09-26
997,0,Same Day,Consumer,California,Labels,7.83,3,0.0,3.6018,2016-09-26
997,0,Same Day,Consumer,California,Art,35.4,5,0.0,13.452,2016-09-26
997,0,Same Day,Consumer,California,Paper,29.9,5,0.0,13.455,2016-09-26
162,6,Standard Class,Home Office,Michigan,Bookcases,212.94,3,0.0,57.4938,2014-06-14
900,5,Standard Class,Consumer,New York,Binders,36.56,5,0.2,12.796,2016-06-21
900,5,Standard Class,Consumer,New York,Binders,186.144,6,0.2,60.4968,2016-06-21
900,5,Standard Class,Consumer,New York,Bookcases,353.568,2,0.2,-44.196,2016-06-21
327,5,Standard Class,Home Office,California,Paper,81.98,2,0.0,40.1702,2014-11-26
288,4,Standard Class,Corporate,Arkansas,Chairs,605.34,6,0.0,145.2816,2014-10-18
1051,3,First Class,Corporate,Indiana,Appliances,54.96,3,0.0,15.9384,2016-11-19
260,4,Standard Class,Consumer,Maryland,Furnishings,164.22,3,0.0,50.9082,2014-09-20
260,4,Standard Class,Consumer,Maryland,Bookcases,362.94,3,0.0,36.294,2014-09-20
260,4,Standard Class,Consumer,Maryland,Accessories,59.98,2,0.0,26.3912,2014-09-20
982,6,Standard Class,Consumer,California,Storage,332.94,3,0.0,6.6588,2016-09-11
982,6,Standard Class,Consumer,California,Binders,39.872,2,0.2,12.9584,2016-09-11
994,3,Second Class,Corporate,Washington,Supplies,13.68,2,0.0,3.6936,2016-09-23
934,1,First Class,Home Office,Virginia,Binders,10.44,1,0.0,4.8024,2016-07-25
942,2,Second Class,Corporate,California,Tables,136.464,2,0.2,15.3522,2016-08-02
942,2,Second Class,Corporate,California,Phones,333.576,3,0.2,33.3576,2016-08-02
942,2,Second Class,Corporate,California,Binders,12.544,2,0.2,4.704,2016-08-02
503,6,Standard Class,Consumer,Illinois,Appliances,20.768,8,0.8,-52.9584,2015-05-21
468,5,Standard Class,Corporate,Pennsylvania,Fasteners,12.576,4,0.2,4.0872,2015-04-16
1074,6,Standard Class,Consumer,Georgia,Accessories,249.95,5,0.0,19.996,2016-12-12
1074,6,Standard Class,Consumer,Georgia,Paper,49.12,4,0.0,23.0864,2016-12-12
665,3,First Class,Consumer,Virginia,Appliances,182.91,3,0.0,53.0439,2015-10-30
63,4,Second Class,Home Office,Washington,Binders,107.648,2,0.2,33.64,2014-03-07
426,2,Second Class,Corporate,Pennsylvania,Chairs,99.372,2,0.3,-7.098,2015-03-05
426,2,Second Class,Corporate,Pennsylvania,Furnishings,33.568,2,0.2,-5.4548,2015-03-05
948,6,Standard Class,Consumer,Oklahoma,Paper,10.56,2,0.0,4.752,2016-08-08
247,3,First Class,Home Office,Texas,Phones,196.776,3,0.2,14.7582,2014-09-07
247,3,First Class,Home Office,Texas,Binders,2.92,2,0.8,-4.818,2014-09-07
247,3,First Class,Home Office,Texas,Tables,200.795,1,0.3,-22.948,2014-09-07
247,3,First Class,Home Office,Texas,Accessories,46.688,4,0.2,-2.918,2014-09-07
247,3,First Class,Home Office,Texas,Art,21.864,3,0.2,3.5529,2014-09-07
1058,3,First Class,Home Office,Florida,Binders,3.744,4,0.7,-2.6208,2016-11-26
673,2,Second Class,Consumer,Vermont,Chairs,715.2,3,0.0,178.8,2015-11-07
253,4,Standard Class,Home Office,Texas,Chairs,340.116,6,0.3,-9.7176,2014-09-13
338,6,Standard Class,Consumer,Virginia,Paper,105.52,4,0.0,48.5392,2014-12-07
610,5,Standard Class,Corporate,Minnesota,Furnishings,6.16,2,0.0,2.9568,2015-09-05
610,5,Standard Class,Corporate,Minnesota,Paper,36.84,3,0.0,17.3148,2015-09-05
86,5,Standard Class,Corporate,Washington,Storage,15.84,3,0.0,0.0,2014-03-30
86,5,Standard Class,Corporate,Washington,Labels,44.4,3,0.0,22.2,2014-03-30
248,7,Standard Class,Consumer,Texas,Paper,17.904,2,0.2,6.2664,2014-09-08
248,7,Standard Class,Consumer,Texas,Chairs,966.7,5,0.3,-13.81,2014-09-08
248,7,Standard Class,Consumer,Texas,Paper,182.112,6,0.2,61.4628,2014-09-08
722,4,Standard Class,Consumer,Ohio,Tables,51.588,1,0.4,-15.4764,2015-12-26
994,3,First Class,Corporate,California,Envelopes,4.08,2,0.0,1.9176,2016-09-23
994,3,First Class,Corporate,California,Labels,18.9,3,0.0,8.694,2016-09-23
878,4,Standard Class,Corporate,Virginia,Tables,2275.5,10,0.0,386.835,2016-05-30
878,4,Standard Class,Corporate,Virginia,Accessories,1979.7,6,0.0,653.301,2016-05-30
878,4,Standard Class,Corporate,Virginia,Labels,62.1,6,0.0,29.808,2016-05-30
317,4,Standard Class,Consumer,Illinois,Chairs,37.296,2,0.3,-1.0656,2014-11-16
261,2,First Class,Home Office,Texas,Furnishings,8.544,2,0.6,-7.476,2014-09-21
779,5,Standard Class,Corporate,New York,Furnishings,68.95,5,0.0,28.959,2016-02-21
